TaskName,GenerationTime,TaskID,TaskSize,CyclesPerBit,TransBitRate,DDL,SrcName
t51,55.0,51,16,760,30,44,n94
t52,56.0,52,50,598,10,100,n75
t53,57.0,53,37,348,10,30,n7
t54,57.0,54,39,961,10,54,n44
t55,58.0,55,22,213,30,79,n19
t56,58.0,56,66,988,20,36,n27
t57,59.0,57,11,139,30,75,n5
t58,60.0,58,19,464,40,90,n61
t59,63.0,59,11,847,30,98,n76
t60,63.0,60,60,326,20,88,n79
t61,64.0,61,78,509,10,85,n13
t62,64.0,62,23,854,40,47,n66
t63,65.0,63,65,890,20,46,n11
t64,65.0,64,43,960,20,37,n26
t65,66.0,65,57,394,20,49,n9
t66,70.0,66,89,689,20,85,n20
t67,71.0,67,46,536,20,61,n24
t68,71.0,68,85,694,30,83,n55
t69,73.0,69,27,923,10,96,n39
t70,74.0,70,35,395,30,60,n55
t71,75.0,71,11,848,40,23,n41
t72,76.0,72,69,742,10,88,n1
t73,77.0,73,25,830,30,82,n31
t74,77.0,74,55,955,20,51,n60
t75,78.0,75,69,763,40,61,n3
t76,81.0,76,89,382,20,95,n24
t77,82.0,77,78,894,30,37,n24
t78,82.0,78,58,944,20,61,n58
t79,83.0,79,60,678,30,75,n66
t80,86.0,80,95,747,20,95,n12
t81,87.0,81,86,623,10,71,n83
t82,89.0,82,19,906,30,65,n47
t83,89.0,83,99,666,40,49,n48
t84,89.0,84,51,1000,10,93,n83
t85,90.0,85,20,795,40,53,n24
t86,90.0,86,41,597,10,26,n53
t87,91.0,87,13,583,10,33,n17
t88,91.0,88,78,201,40,79,n34
t89,93.0,89,81,657,30,57,n44
t90,94.0,90,58,308,20,92,n33
t91,95.0,91,98,194,10,91,n26
t92,96.0,92,81,701,30,48,n30
t93,96.0,93,20,711,30,21,n30
t94,96.0,94,84,785,40,26,n49
t95,96.0,95,50,339,20,34,n65
t96,97.0,96,93,160,30,51,n52
t97,97.0,97,52,315,20,24,n81
t98,97.0,98,38,243,40,42,n89
t99,98.0,99,72,350,40,92,n66
t100,98.0,100,68,506,30,80,n98
t101,100.0,101,69,817,40,72,n37
t102,104.0,102,32,684,30,27,n20
t103,104.0,103,11,207,30,51,n61
t104,105.0,104,29,804,20,77,n5
t105,105.0,105,36,662,30,24,n79
t106,108.0,106,15,762,30,49,n49
t107,110.0,107,31,780,20,89,n99
t108,112.0,108,51,387,30,48,n21
t109,113.0,109,15,726,10,45,n12
t110,113.0,110,57,541,10,21,n37
t111,113.0,111,67,858,40,43,n43
t112,114.0,112,24,265,20,42,n13
t113,117.0,113,77,406,30,81,n1
t114,117.0,114,69,364,30,85,n63
t115,117.0,115,76,928,20,41,n89
t116,118.0,116,29,356,20,35,n90
t117,119.0,117,66,960,30,92,n17
t118,119.0,118,88,917,10,75,n18
t119,120.0,119,45,807,30,22,n44
t120,121.0,120,81,340,40,77,n16
t121,121.0,121,32,908,20,33,n40
t122,121.0,122,57,371,30,24,n67
t123,121.0,123,27,781,30,24,n89
t124,121.0,124,86,207,10,82,n94
t125,126.0,125,62,630,20,37,n85
t126,127.0,126,95,742,20,46,n30
t127,127.0,127,95,825,30,29,n75
t128,129.0,128,17,649,40,71,n65
t129,130.0,129,90,100,40,44,n58
t130,131.0,130,89,489,20,55,n83
t131,132.0,131,79,588,30,82,n81
t132,133.0,132,37,242,30,20,n80
t133,135.0,133,72,678,20,28,n7
t134,136.0,134,72,616,20,56,n16
t135,136.0,135,75,271,10,83,n34
t136,136.0,136,43,236,20,44,n49
t137,136.0,137,53,716,20,50,n77
t138,136.0,138,68,781,20,50,n86
t139,136.0,139,56,120,30,51,n90
t140,138.0,140,38,376,10,77,n9
t141,139.0,141,85,862,20,47,n0
t142,141.0,142,54,776,30,28,n43
t143,143.0,143,59,429,20,21,n81
t144,143.0,144,73,216,40,37,n91
t145,144.0,145,32,392,40,55,n52
t146,145.0,146,49,281,10,28,n93
t147,147.0,147,30,505,10,72,n11
t148,147.0,148,36,272,10,68,n13
t149,147.0,149,44,680,30,28,n45
t150,147.0,150,31,836,10,36,n52
t151,147.0,151,68,751,20,74,n69
t152,147.0,152,10,561,10,38,n81
t153,148.0,153,40,997,20,76,n12
t154,148.0,154,78,973,40,58,n29
t155,148.0,155,25,160,30,26,n78
t156,149.0,156,86,259,40,34,n72
t157,150.0,157,69,289,10,30,n21
t158,151.0,158,19,438,40,29,n45
t159,151.0,159,16,827,30,36,n69
t160,152.0,160,22,996,10,83,n96
t161,153.0,161,99,366,40,20,n45
t162,154.0,162,31,605,40,77,n17
t163,156.0,163,59,144,30,56,n25
t164,157.0,164,59,185,40,72,n99
t165,158.0,165,64,376,40,62,n13
t166,158.0,166,83,656,10,69,n22
t167,158.0,167,98,493,40,26,n50
t168,159.0,168,10,649,40,42,n1
t169,159.0,169,75,260,20,23,n39
t170,160.0,170,82,417,20,45,n17
t171,160.0,171,43,290,10,96,n25
t172,160.0,172,39,857,30,66,n58
t173,161.0,173,51,887,40,95,n36
t174,162.0,174,87,531,10,84,n15
t175,162.0,175,30,255,40,85,n43
t176,162.0,176,69,109,10,82,n71
t177,162.0,177,32,220,10,77,n85
t178,163.0,178,11,883,40,81,n66
t179,163.0,179,26,389,20,46,n85
t180,164.0,180,58,319,10,32,n63
t181,165.0,181,74,759,40,30,n28
t182,165.0,182,55,343,30,73,n76
t183,166.0,183,93,385,10,62,n21
t184,166.0,184,90,453,10,91,n74
t185,168.0,185,77,838,30,99,n10
t186,170.0,186,99,113,40,45,n33
t187,170.0,187,13,713,40,44,n99
t188,171.0,188,54,276,10,100,n34
t189,171.0,189,32,193,40,35,n95
t190,173.0,190,48,887,10,85,n35
t191,174.0,191,85,222,10,86,n13
t192,175.0,192,50,915,30,29,n21
t193,175.0,193,78,425,40,74,n53
t194,177.0,194,78,494,10,45,n18
t195,179.0,195,94,135,40,22,n11
t196,181.0,196,16,822,30,57,n4
t197,181.0,197,11,834,10,89,n67
t198,182.0,198,86,625,20,56,n38
t199,182.0,199,45,689,30,22,n68
t200,186.0,200,18,125,20,48,n15
t201,187.0,201,41,980,20,38,n15
t202,187.0,202,19,530,30,84,n47
t203,187.0,203,62,143,40,98,n58
t204,188.0,204,29,740,10,74,n12
t205,188.0,205,72,876,30,23,n76
t206,189.0,206,100,847,30,32,n76
t207,191.0,207,62,495,30,58,n3
t208,192.0,208,92,707,20,42,n3
t209,193.0,209,22,951,10,66,n23
t210,193.0,210,32,316,30,86,n42
t211,193.0,211,70,165,20,67,n46
t212,194.0,212,41,630,20,27,n22
t213,195.0,213,38,350,20,99,n64
t214,195.0,214,94,431,30,90,n92
t215,196.0,215,49,124,20,61,n84
t216,198.0,216,15,223,10,66,n44
t217,199.0,217,80,786,20,45,n39
t218,200.0,218,70,114,10,25,n4
t219,201.0,219,51,674,30,23,n97
t220,202.0,220,46,545,20,94,n40
t221,202.0,221,21,633,20,51,n78
t222,202.0,222,35,122,20,34,n89
t223,203.0,223,43,190,20,79,n11
t224,204.0,224,98,967,40,30,n0
t225,204.0,225,72,530,40,69,n7
t226,206.0,226,28,995,10,95,n31
t227,208.0,227,100,289,10,58,n15
t228,208.0,228,74,252,20,66,n86
t229,210.0,229,74,861,30,66,n63
t230,211.0,230,46,798,30,96,n72
t231,212.0,231,95,825,30,98,n32
t232,213.0,232,40,355,20,51,n90
t233,214.0,233,86,907,10,36,n14
t234,215.0,234,72,767,40,64,n38
t235,215.0,235,48,125,30,95,n49
t236,216.0,236,61,103,10,37,n18
t237,217.0,237,72,928,30,44,n93
t238,218.0,238,10,150,20,83,n5
t239,218.0,239,48,480,10,50,n75
t240,218.0,240,51,568,40,56,n82
t241,219.0,241,67,743,20,48,n75
t242,223.0,242,18,997,20,25,n66
t243,226.0,243,17,268,30,36,n64
t244,226.0,244,78,387,40,97,n73
t245,227.0,245,61,917,40,57,n66
t246,228.0,246,100,232,20,46,n25
t247,230.0,247,33,645,30,66,n72
t248,230.0,248,60,916,10,21,n79
t249,232.0,249,55,501,10,48,n25
t250,233.0,250,29,944,30,93,n33
t251,234.0,251,16,212,30,83,n62
t252,237.0,252,57,968,40,65,n49
t253,238.0,253,92,197,40,66,n24
t254,239.0,254,63,237,30,28,n70
t255,240.0,255,97,759,40,20,n63
t256,241.0,256,57,530,30,25,n63
t257,242.0,257,94,182,40,90,n28
t258,242.0,258,98,568,40,94,n35
t259,242.0,259,37,890,30,41,n79
t260,244.0,260,82,791,40,39,n47
t261,244.0,261,21,850,40,46,n73
t262,246.0,262,70,786,30,68,n74
t263,247.0,263,85,860,40,53,n0
t264,247.0,264,17,258,30,46,n13
t265,249.0,265,93,450,20,70,n16
t266,254.0,266,37,355,10,91,n29
t267,256.0,267,97,127,40,75,n97
t268,257.0,268,51,708,40,75,n45
t269,258.0,269,70,107,10,79,n16
t270,258.0,270,67,316,30,42,n42
t271,259.0,271,66,135,10,31,n39
t272,260.0,272,29,975,40,68,n39
t273,260.0,273,33,301,40,24,n77
t274,260.0,274,53,634,40,60,n84
t275,262.0,275,93,100,10,22,n38
t276,262.0,276,17,807,20,75,n95
t277,264.0,277,50,979,20,71,n74
t278,264.0,278,33,861,30,56,n95
t279,265.0,279,53,449,10,86,n98
t280,269.0,280,18,848,30,44,n3
t281,269.0,281,75,481,30,20,n51
t282,269.0,282,96,684,30,36,n89
t283,269.0,283,92,866,40,85,n90
t284,270.0,284,71,437,30,28,n14
t285,270.0,285,11,515,10,95,n66
t286,271.0,286,83,343,40,21,n36
t287,272.0,287,100,589,20,66,n29
t288,272.0,288,52,793,40,58,n68
t289,274.0,289,59,344,40,41,n70
t290,274.0,290,34,908,20,72,n98
t291,277.0,291,71,486,20,62,n9
t292,279.0,292,78,839,10,68,n22
t293,279.0,293,86,870,20,88,n86
t294,279.0,294,29,742,30,61,n94
t295,280.0,295,52,550,30,43,n17
t296,280.0,296,90,586,30,99,n20
t297,280.0,297,94,449,10,71,n91
t298,282.0,298,50,747,40,59,n27
t299,283.0,299,16,303,20,70,n72
t300,284.0,300,20,907,40,24,n46
t301,284.0,301,73,908,30,43,n62
t302,285.0,302,52,922,20,77,n53
t303,285.0,303,81,248,20,90,n56
t304,288.0,304,85,788,40,42,n9
t305,288.0,305,74,263,10,90,n17
t306,288.0,306,75,450,10,86,n40
t307,289.0,307,15,738,20,33,n37
t308,290.0,308,49,403,30,84,n50
t309,291.0,309,70,569,20,77,n77
t310,294.0,310,46,702,20,79,n79
t311,295.0,311,45,621,20,20,n61
t312,296.0,312,38,611,10,48,n45
t313,296.0,313,97,138,30,33,n60
t314,296.0,314,61,717,10,58,n76
t315,298.0,315,40,338,10,33,n44
t316,299.0,316,61,177,30,76,n35
t317,299.0,317,100,374,10,69,n95
t318,301.0,318,58,726,10,63,n34
t319,301.0,319,52,529,10,55,n42
t320,301.0,320,88,643,10,44,n69
t321,303.0,321,86,843,30,54,n81
t322,304.0,322,93,626,20,40,n96
t323,305.0,323,37,444,10,49,n52
t324,306.0,324,72,107,10,31,n6
t325,306.0,325,12,520,40,27,n39
t326,306.0,326,64,245,40,86,n56
t327,306.0,327,57,468,40,95,n78
t328,307.0,328,30,293,10,71,n52
t329,311.0,329,31,487,40,42,n34
t330,314.0,330,87,625,20,90,n5
t331,314.0,331,25,226,20,73,n42
t332,315.0,332,87,253,30,74,n47
t333,316.0,333,96,820,20,39,n32
t334,316.0,334,94,357,10,99,n63
t335,316.0,335,86,583,10,57,n70
t336,317.0,336,21,196,20,94,n33
t337,317.0,337,25,318,20,52,n68
t338,319.0,338,31,369,40,26,n31
t339,320.0,339,80,227,20,64,n12
t340,322.0,340,30,502,40,39,n33
t341,322.0,341,16,918,10,88,n49
t342,322.0,342,45,660,40,31,n50
t343,322.0,343,40,941,20,42,n91
t344,325.0,344,34,153,40,27,n22
t345,326.0,345,66,900,40,93,n67
t346,326.0,346,18,542,20,34,n96
t347,327.0,347,45,796,40,25,n59
t348,329.0,348,94,482,30,55,n39
t349,331.0,349,22,806,10,50,n76
t350,332.0,350,68,839,30,98,n17
t351,332.0,351,58,416,40,37,n27
t352,333.0,352,23,289,10,83,n51
t353,333.0,353,87,562,10,97,n65
t354,340.0,354,20,250,10,95,n38
t355,340.0,355,55,566,30,90,n44
t356,340.0,356,22,537,10,85,n67
t357,340.0,357,72,552,20,45,n74
t358,341.0,358,63,970,40,43,n64
t359,341.0,359,89,610,30,76,n88
t360,343.0,360,12,138,20,99,n91
t361,344.0,361,44,949,40,69,n10
t362,344.0,362,60,763,30,22,n94
t363,345.0,363,61,379,10,45,n23
t364,345.0,364,42,170,20,89,n81
t365,346.0,365,37,657,30,87,n0
t366,347.0,366,78,659,30,98,n75
t367,348.0,367,41,319,10,24,n68
t368,349.0,368,33,698,30,98,n39
t369,350.0,369,18,271,10,79,n64
t370,353.0,370,20,885,40,39,n68
t371,354.0,371,62,147,40,68,n12
t372,354.0,372,65,312,10,93,n71
t373,355.0,373,67,528,40,65,n79
t374,357.0,374,17,961,20,58,n4
t375,360.0,375,45,321,20,62,n50
t376,362.0,376,19,150,40,92,n20
t377,362.0,377,69,493,40,77,n46
t378,365.0,378,12,421,40,23,n69
t379,366.0,379,65,831,20,97,n3
t380,366.0,380,30,187,20,43,n77
t381,368.0,381,99,498,20,67,n18
t382,369.0,382,93,393,10,34,n7
t383,369.0,383,57,921,30,65,n48
t384,369.0,384,81,663,40,28,n90
t385,371.0,385,91,915,10,47,n64
t386,373.0,386,64,905,10,63,n44
t387,377.0,387,92,780,10,80,n59
t388,377.0,388,100,604,10,33,n96
t389,378.0,389,31,590,30,22,n0
t390,379.0,390,32,573,10,43,n39
t391,379.0,391,79,126,10,95,n61
t392,380.0,392,39,434,10,49,n24
t393,381.0,393,24,369,10,48,n38
t394,382.0,394,20,942,10,93,n83
t395,385.0,395,48,867,10,85,n76
t396,390.0,396,40,457,30,96,n81
t397,390.0,397,56,467,20,41,n85
t398,392.0,398,58,716,40,73,n18
t399,392.0,399,79,654,10,60,n57
t400,393.0,400,22,293,40,52,n20
t401,393.0,401,40,736,40,39,n69
t402,394.0,402,68,530,20,76,n37
t403,394.0,403,49,699,40,87,n46
t404,397.0,404,42,940,40,45,n67
t405,397.0,405,22,655,30,35,n78
t406,398.0,406,29,367,30,85,n58
t407,398.0,407,56,254,10,91,n66
t408,399.0,408,58,861,30,72,n51
t409,400.0,409,92,773,30,42,n12
t410,400.0,410,99,459,20,31,n81
t411,401.0,411,73,717,20,67,n99
t412,402.0,412,92,646,20,36,n23
t413,402.0,413,90,466,30,34,n27
t414,402.0,414,56,716,20,93,n45
t415,402.0,415,92,982,30,23,n79
t416,402.0,416,83,370,10,33,n98
t417,405.0,417,30,295,30,86,n33
t418,405.0,418,58,367,30,35,n95
t419,406.0,419,29,658,30,46,n30
t420,410.0,420,66,111,40,100,n55
t421,410.0,421,69,357,40,75,n91
t422,411.0,422,48,127,40,36,n14
t423,412.0,423,100,811,10,89,n28
t424,412.0,424,89,435,40,57,n61
t425,412.0,425,37,989,10,65,n88
t426,413.0,426,78,549,40,46,n5
t427,413.0,427,95,339,40,20,n35
t428,414.0,428,20,798,40,90,n13
t429,415.0,429,12,884,10,62,n9
t430,415.0,430,85,723,40,52,n26
t431,416.0,431,86,606,20,92,n5
t432,418.0,432,98,483,20,82,n60
t433,419.0,433,58,143,30,54,n70
t434,420.0,434,19,787,10,80,n1
t435,421.0,435,50,421,40,36,n0
t436,421.0,436,14,362,40,22,n41
t437,422.0,437,99,730,10,43,n72
t438,423.0,438,24,803,40,45,n13
t439,423.0,439,86,333,40,97,n99
t440,424.0,440,79,491,10,44,n19
t441,426.0,441,41,783,10,37,n7
t442,427.0,442,31,218,10,78,n93
t443,429.0,443,61,171,30,82,n21
t444,429.0,444,87,865,20,68,n48
t445,429.0,445,51,679,40,58,n87
t446,430.0,446,98,667,30,89,n54
t447,430.0,447,27,536,40,23,n71
t448,432.0,448,14,700,20,95,n3
t449,432.0,449,18,316,10,80,n89
t450,435.0,450,95,480,40,77,n90
t451,437.0,451,93,142,40,25,n27
t452,438.0,452,75,507,20,26,n17
t453,438.0,453,76,972,40,65,n98
t454,440.0,454,90,274,40,45,n97
t455,441.0,455,11,292,30,24,n57
t456,443.0,456,61,210,10,34,n42
t457,445.0,457,44,448,10,83,n34
t458,446.0,458,13,570,20,27,n72
t459,447.0,459,30,747,20,72,n38
t460,447.0,460,66,447,20,34,n58
t461,447.0,461,82,674,10,77,n78
t462,451.0,462,14,243,40,43,n78
t463,452.0,463,100,892,40,30,n37
t464,452.0,464,20,212,10,77,n44
t465,453.0,465,59,235,10,43,n36
t466,455.0,466,65,933,20,97,n20
t467,456.0,467,83,494,30,46,n18
t468,457.0,468,44,257,10,34,n27
t469,457.0,469,97,173,40,29,n44
t470,457.0,470,25,339,30,85,n63
t471,457.0,471,93,342,10,37,n93
t472,458.0,472,91,866,40,46,n4
t473,459.0,473,93,598,40,68,n32
t474,460.0,474,62,177,40,80,n46
t475,460.0,475,61,723,30,40,n63
t476,461.0,476,26,523,20,92,n66
t477,462.0,477,46,648,30,92,n7
t478,462.0,478,25,748,10,92,n29
t479,462.0,479,84,521,20,88,n84
t480,464.0,480,100,294,30,70,n44
t481,465.0,481,24,543,10,65,n82
t482,468.0,482,62,106,40,53,n93
t483,469.0,483,26,382,40,23,n41
t484,472.0,484,15,756,40,56,n75
t485,472.0,485,83,106,20,100,n84
t486,472.0,486,51,725,20,26,n92
t487,473.0,487,23,781,40,99,n37
t488,476.0,488,32,545,30,44,n3
t489,476.0,489,89,853,40,51,n33
t490,476.0,490,19,195,20,20,n49
t491,478.0,491,60,953,20,32,n47
t492,479.0,492,100,806,30,56,n21
t493,479.0,493,35,606,40,58,n96
t494,481.0,494,70,359,20,27,n69
t495,484.0,495,62,878,40,58,n10
t496,484.0,496,33,175,10,59,n86
t497,487.0,497,99,283,30,58,n34
t498,487.0,498,54,821,10,50,n60
t499,487.0,499,34,246,30,69,n69
t500,487.0,500,78,184,10,30,n73
t501,489.0,501,80,505,10,100,n64
t502,491.0,502,15,956,10,36,n17
t503,491.0,503,76,509,40,32,n76
t504,492.0,504,10,326,40,27,n1
t505,492.0,505,98,924,10,43,n83
t506,493.0,506,68,889,40,85,n95
t507,493.0,507,59,672,10,26,n98
t508,495.0,508,54,336,40,96,n36
t509,496.0,509,75,515,30,25,n92
t510,497.0,510,51,552,30,75,n51
t511,498.0,511,86,310,40,61,n41
t512,499.0,512,85,493,40,89,n56
t513,501.0,513,31,144,10,54,n44
t514,503.0,514,18,801,10,62,n32
t515,503.0,515,30,207,30,44,n59
t516,504.0,516,59,823,10,46,n96
t517,505.0,517,21,927,20,64,n11
t518,509.0,518,36,571,10,64,n99
t519,510.0,519,77,824,40,73,n58
t520,512.0,520,64,491,30,54,n9
t521,513.0,521,98,854,20,55,n14
t522,513.0,522,23,229,30,57,n99
t523,514.0,523,91,899,30,30,n19
t524,514.0,524,30,735,10,58,n36
t525,514.0,525,21,813,30,37,n56
t526,516.0,526,24,149,40,52,n17
t527,516.0,527,78,973,30,92,n75
t528,517.0,528,27,758,40,89,n12
t529,517.0,529,95,294,10,88,n43
t530,517.0,530,19,970,10,45,n60
t531,517.0,531,37,822,40,31,n61
t532,519.0,532,78,790,30,94,n32
t533,519.0,533,34,223,30,51,n84
t534,520.0,534,32,231,20,21,n64
t535,520.0,535,77,406,10,98,n68
t536,520.0,536,45,796,10,48,n79
t537,521.0,537,71,372,40,91,n3
t538,521.0,538,22,139,40,96,n20
t539,521.0,539,27,396,10,93,n68
t540,523.0,540,54,189,10,82,n64
t541,524.0,541,29,729,40,67,n77
t542,527.0,542,81,327,20,51,n13
t543,527.0,543,48,622,20,31,n29
t544,529.0,544,63,760,20,93,n33
t545,529.0,545,92,259,40,24,n37
t546,531.0,546,97,511,20,59,n7
t547,531.0,547,21,648,20,39,n96
t548,532.0,548,92,506,20,69,n82
t549,532.0,549,56,139,10,78,n90
t550,538.0,550,15,186,10,83,n40
t551,539.0,551,86,709,40,56,n96
t552,540.0,552,47,703,20,90,n22
t553,542.0,553,23,697,30,60,n38
t554,543.0,554,68,541,20,54,n58
t555,543.0,555,49,509,30,45,n89
t556,544.0,556,36,454,40,41,n48
t557,545.0,557,11,928,20,81,n18
t558,546.0,558,61,448,30,51,n64
t559,548.0,559,40,986,10,20,n98
t560,549.0,560,73,478,30,48,n55
t561,549.0,561,72,212,20,76,n87
t562,550.0,562,45,420,20,20,n18
t563,551.0,563,52,148,30,29,n25
t564,552.0,564,94,221,10,30,n86
t565,553.0,565,87,284,30,29,n36
t566,555.0,566,31,722,20,86,n56
t567,556.0,567,95,408,40,33,n56
t568,556.0,568,41,749,30,35,n99
t569,561.0,569,52,749,30,29,n62
t570,562.0,570,58,297,10,71,n28
t571,563.0,571,53,827,10,66,n34
t572,564.0,572,51,746,10,34,n87
t573,564.0,573,45,739,30,23,n97
t574,566.0,574,36,834,10,34,n79
t575,567.0,575,77,829,20,38,n97
t576,573.0,576,61,733,20,100,n11
t577,573.0,577,28,842,20,98,n75
t578,575.0,578,80,209,20,41,n20
t579,575.0,579,31,826,40,96,n46
t580,576.0,580,39,348,40,23,n34
t581,577.0,581,59,258,40,45,n98
t582,578.0,582,24,582,40,49,n15
t583,579.0,583,54,114,10,82,n21
t584,582.0,584,37,682,10,67,n29
t585,583.0,585,71,731,30,58,n98
t586,584.0,586,98,443,10,57,n13
t587,584.0,587,63,628,20,86,n94
t588,587.0,588,38,302,30,77,n39
t589,588.0,589,63,530,40,44,n58
t590,588.0,590,48,677,20,62,n85
t591,590.0,591,98,373,10,75,n30
t592,591.0,592,30,448,40,92,n17
t593,591.0,593,68,788,10,65,n49
t594,594.0,594,38,507,20,38,n67
t595,596.0,595,26,575,10,72,n5
t596,596.0,596,52,658,10,32,n49
t597,597.0,597,73,569,30,41,n25
t598,597.0,598,95,444,30,20,n73
t599,598.0,599,69,999,40,60,n21
t600,600.0,600,65,959,40,81,n37
t601,601.0,601,44,438,40,42,n46
t602,601.0,602,38,258,20,61,n95
t603,602.0,603,67,190,30,72,n77
t604,604.0,604,100,224,20,64,n26
t605,605.0,605,43,531,10,45,n28
t606,605.0,606,47,986,40,34,n80
t607,607.0,607,30,186,30,44,n30
t608,608.0,608,66,882,30,32,n8
t609,608.0,609,34,547,40,42,n13
t610,608.0,610,55,377,40,35,n70
t611,612.0,611,54,818,40,93,n36
t612,613.0,612,56,416,20,73,n75
t613,614.0,613,32,919,30,84,n81
t614,614.0,614,52,236,10,58,n89
t615,615.0,615,76,964,10,32,n22
t616,616.0,616,74,290,40,81,n50
t617,617.0,617,90,579,20,22,n31
t618,618.0,618,80,568,40,53,n19
t619,618.0,619,15,619,10,54,n61
t620,619.0,620,86,261,30,77,n84
t621,622.0,621,74,386,10,28,n65
t622,623.0,622,67,567,30,46,n2
t623,623.0,623,89,797,20,42,n24
t624,623.0,624,92,581,10,33,n39
t625,623.0,625,67,636,20,30,n57
t626,624.0,626,98,913,30,25,n34
t627,625.0,627,62,908,20,50,n11
t628,625.0,628,64,101,10,100,n44
t629,626.0,629,16,304,20,21,n10
t630,626.0,630,88,831,20,93,n40
t631,626.0,631,23,967,40,49,n41
t632,628.0,632,37,101,40,64,n46
t633,632.0,633,51,704,40,51,n53
t634,633.0,634,87,856,20,68,n63
t635,634.0,635,89,188,20,74,n21
t636,636.0,636,62,370,30,69,n57
t637,636.0,637,85,337,10,87,n76
t638,638.0,638,71,685,30,54,n29
t639,638.0,639,92,654,30,30,n60
t640,640.0,640,13,861,20,75,n84
t641,641.0,641,93,725,20,89,n36
t642,641.0,642,23,248,40,76,n36
t643,643.0,643,27,487,40,61,n66
t644,644.0,644,85,367,30,51,n27
t645,648.0,645,44,872,40,23,n49
t646,648.0,646,58,541,10,47,n72
t647,649.0,647,97,109,40,48,n3
t648,649.0,648,78,657,20,81,n6
t649,650.0,649,87,439,20,41,n50
t650,651.0,650,46,222,40,26,n35
t651,651.0,651,53,990,20,52,n63
t652,652.0,652,51,967,10,47,n5
t653,652.0,653,50,586,20,47,n82
t654,652.0,654,25,904,40,80,n97
t655,654.0,655,66,373,30,47,n4
t656,654.0,656,24,263,20,27,n41
t657,655.0,657,93,106,20,67,n17
t658,655.0,658,100,103,30,73,n21
t659,659.0,659,11,482,10,26,n7
t660,659.0,660,91,356,30,72,n99
t661,662.0,661,85,889,40,84,n0
t662,663.0,662,31,392,20,35,n58
t663,663.0,663,69,841,20,60,n72
t664,665.0,664,49,921,30,97,n37
t665,666.0,665,85,569,10,27,n58
t666,667.0,666,18,349,20,80,n86
t667,668.0,667,27,110,20,34,n27
t668,668.0,668,52,950,20,60,n67
t669,670.0,669,46,735,10,94,n16
t670,670.0,670,26,404,20,60,n43
t671,671.0,671,22,110,40,27,n99
t672,672.0,672,27,160,20,83,n26
t673,672.0,673,91,176,30,97,n53
t674,673.0,674,36,807,40,43,n21
t675,674.0,675,30,202,40,76,n68
t676,675.0,676,17,632,30,39,n15
t677,676.0,677,83,967,30,83,n49
t678,676.0,678,83,820,40,96,n66
t679,677.0,679,20,466,40,48,n60
t680,679.0,680,44,862,20,72,n18
t681,679.0,681,71,518,10,56,n51
t682,679.0,682,59,881,10,33,n91
t683,681.0,683,89,403,30,79,n2
t684,681.0,684,82,106,10,32,n20
t685,681.0,685,17,436,20,36,n50
t686,681.0,686,15,110,30,41,n81
t687,682.0,687,48,315,40,65,n75
t688,683.0,688,21,461,10,47,n13
t689,683.0,689,34,220,30,80,n40
t690,684.0,690,11,266,40,87,n64
t691,685.0,691,54,772,40,46,n38
t692,687.0,692,20,311,20,57,n0
t693,687.0,693,53,254,20,59,n47
t694,688.0,694,85,107,30,67,n14
