task_id,timestamp,service_type,cpu_demand,ram_demand,duration
104,14,ImageAnalysis,397,690,33
105,14,IrrigationControl,29,73,10
106,14,ImageAnalysis,327,266,32
107,14,ImageAnalysis,497,661,58
108,14,IrrigationControl,31,113,11
109,15,ImageAnalysis,271,1017,36
110,15,Monitoring,15,51,9
111,15,Monitoring,7,28,6
112,15,ImageAnalysis,471,671,52
113,15,ImageAnalysis,498,550,55
114,15,IrrigationControl,20,127,13
115,15,IrrigationControl,26,68,15
116,15,Monitoring,6,17,6
117,15,ImageAnalysis,275,479,20
118,15,IrrigationControl,39,79,18
119,16,IrrigationControl,23,119,16
120,16,Monitoring,15,53,6
121,16,Monitoring,12,36,5
122,16,ImageAnalysis,401,449,30
123,16,ImageAnalysis,487,920,37
124,16,Monitoring,8,23,8
125,16,ImageAnalysis,492,409,38
126,16,Monitoring,13,23,9
127,17,ImageAnalysis,294,999,37
128,17,Monitoring,14,61,9
129,17,IrrigationControl,21,96,19
130,17,ImageAnalysis,310,300,20
131,17,Monitoring,15,56,10
132,17,IrrigationControl,21,92,19
133,17,ImageAnalysis,496,583,60
134,17,ImageAnalysis,337,288,20
135,17,IrrigationControl,31,76,20
136,17,Monitoring,7,51,6
137,18,Monitoring,8,43,5
138,18,IrrigationControl,26,121,12
139,18,IrrigationControl,32,128,10
140,18,Monitoring,5,53,9
141,18,IrrigationControl,22,104,11
142,18,IrrigationControl,36,96,16
143,18,ImageAnalysis,321,283,21
144,18,IrrigationControl,24,84,13
145,18,IrrigationControl,31,95,16
146,18,ImageAnalysis,334,571,35
147,18,ImageAnalysis,214,675,43
148,19,IrrigationControl,39,113,10
149,19,IrrigationControl,21,82,10
150,19,Monitoring,13,62,6
151,19,ImageAnalysis,190,477,23
152,19,ImageAnalysis,365,364,49
153,19,ImageAnalysis,327,879,26
154,19,IrrigationControl,40,66,13
155,19,IrrigationControl,24,123,16
156,19,Monitoring,15,53,8
157,19,ImageAnalysis,495,900,38
158,20,IrrigationControl,25,68,10
159,20,IrrigationControl,40,80,20
160,20,ImageAnalysis,195,341,57
161,20,IrrigationControl,21,84,14
162,20,ImageAnalysis,349,797,36
163,20,Monitoring,7,26,8
164,20,IrrigationControl,21,74,11
165,20,Monitoring,6,37,9
166,20,Monitoring,6,30,8
167,21,ImageAnalysis,196,642,36
168,21,IrrigationControl,33,72,12
169,21,ImageAnalysis,310,524,35
170,21,ImageAnalysis,260,584,58
171,21,IrrigationControl,29,79,19
172,21,IrrigationControl,34,88,15
173,21,ImageAnalysis,167,867,41
174,21,Monitoring,12,62,8
175,21,Monitoring,13,45,7
176,21,Monitoring,11,45,5
177,21,ImageAnalysis,150,728,59
178,22,IrrigationControl,33,128,12
179,22,Monitoring,14,44,5
180,22,Monitoring,10,63,6
181,22,IrrigationControl,39,64,19
182,22,Monitoring,12,54,6
183,22,IrrigationControl,27,125,18
184,22,IrrigationControl,27,109,13
185,22,IrrigationControl,28,128,20
186,22,Monitoring,7,33,7
187,22,ImageAnalysis,140,899,56
188,23,IrrigationControl,39,124,14
189,23,Monitoring,11,37,9
190,23,Monitoring,15,21,8
191,23,IrrigationControl,20,98,14
192,23,ImageAnalysis,271,509,40
193,23,ImageAnalysis,150,386,50
194,23,IrrigationControl,33,72,11
195,23,IrrigationControl,29,68,13
196,24,ImageAnalysis,464,797,27
197,24,IrrigationControl,36,121,18
198,24,Monitoring,8,61,10
199,24,IrrigationControl,36,72,18
200,24,Monitoring,15,59,10
201,24,ImageAnalysis,122,1007,55
202,24,Monitoring,11,49,7
203,25,ImageAnalysis,462,436,38
204,25,ImageAnalysis,456,399,52
205,25,Monitoring,7,28,7
206,25,ImageAnalysis,326,562,50
207,25,Monitoring,11,40,9
208,25,IrrigationControl,24,94,13
209,25,Monitoring,9,46,5
210,25,Monitoring,8,60,6
211,25,ImageAnalysis,217,731,25
212,26,ImageAnalysis,429,717,55
213,26,IrrigationControl,35,93,10
214,26,Monitoring,5,60,6
215,26,Monitoring,12,27,6
216,26,IrrigationControl,32,103,10
217,27,ImageAnalysis,464,354,21
218,27,Monitoring,14,40,10
219,27,Monitoring,7,44,6
220,27,Monitoring,11,26,10
221,27,Monitoring,11,40,6
222,27,ImageAnalysis,224,575,35
223,27,Monitoring,8,51,8
224,28,Monitoring,15,56,5
225,28,ImageAnalysis,465,1006,51
226,28,IrrigationControl,20,107,13
227,28,ImageAnalysis,287,980,48
228,28,Monitoring,11,34,5
229,29,IrrigationControl,21,116,12
230,29,Monitoring,5,45,5
231,29,Monitoring,11,22,9
232,29,IrrigationControl,32,72,16
233,29,IrrigationControl,33,119,18
234,29,Monitoring,6,42,8
235,30,Monitoring,8,26,5
236,30,ImageAnalysis,296,804,42
237,30,Monitoring,5,51,5
238,30,Monitoring,12,45,5
239,30,Monitoring,14,47,8
240,31,IrrigationControl,26,119,11
241,31,IrrigationControl,36,119,16
242,31,Monitoring,5,35,6
243,31,IrrigationControl,34,97,18
244,31,IrrigationControl,39,112,15
245,32,Monitoring,5,32,8
246,32,Monitoring,12,60,8
247,32,IrrigationControl,36,118,20
248,32,Monitoring,14,60,9
249,32,ImageAnalysis,468,492,34
250,33,ImageAnalysis,410,731,35
251,33,Monitoring,10,52,8
252,33,Monitoring,8,57,9
253,33,Monitoring,6,25,9
254,33,Monitoring,8,27,9
255,34,Monitoring,15,43,5
256,34,ImageAnalysis,478,895,60
257,34,ImageAnalysis,170,855,28
258,35,ImageAnalysis,360,509,52
259,35,Monitoring,6,52,5
260,35,ImageAnalysis,470,556,21
261,37,ImageAnalysis,271,903,53
262,37,Monitoring,8,40,10
263,37,ImageAnalysis,241,960,43
264,48,ImageAnalysis,264,409,41
265,49,Monitoring,13,25,10
266,49,Monitoring,14,34,9
267,50,ImageAnalysis,444,777,21
268,52,ImageAnalysis,141,609,30
269,52,ImageAnalysis,215,280,23
270,53,Monitoring,7,16,6
271,55,IrrigationControl,39,72,11
272,56,IrrigationControl,22,94,17
273,56,Monitoring,10,61,9
274,57,Monitoring,10,57,6
275,57,Monitoring,13,55,8
276,58,Monitoring,14,54,9
277,58,ImageAnalysis,383,939,42
278,58,IrrigationControl,26,76,17
279,59,IrrigationControl,40,128,20
280,59,IrrigationControl,29,80,10
281,60,Monitoring,12,22,5
282,61,Monitoring,5,20,7
283,61,Monitoring,13,37,10
284,61,Monitoring,12,18,5
285,61,Monitoring,14,63,6
286,61,IrrigationControl,24,109,12
287,61,IrrigationControl,40,79,18
288,62,ImageAnalysis,266,803,33
289,62,Monitoring,7,43,8
290,62,ImageAnalysis,201,761,56
291,62,IrrigationControl,33,119,13
292,62,IrrigationControl,24,96,20
293,62,ImageAnalysis,486,657,36
294,63,ImageAnalysis,139,543,49
295,63,ImageAnalysis,105,342,31
296,63,Monitoring,8,21,10
297,63,ImageAnalysis,170,585,29
298,63,Monitoring,8,40,6
299,63,Monitoring,14,44,10
300,64,IrrigationControl,24,121,16
301,64,IrrigationControl,32,124,20
302,64,ImageAnalysis,318,671,35
303,64,Monitoring,8,42,7
304,64,IrrigationControl,31,106,13
305,64,IrrigationControl,33,105,14
306,64,ImageAnalysis,374,406,34
307,65,IrrigationControl,21,118,20
308,65,ImageAnalysis,420,661,27
309,65,IrrigationControl,28,100,13
310,65,IrrigationControl,39,73,14
311,65,IrrigationControl,21,102,12
312,65,IrrigationControl,25,127,16
313,66,Monitoring,14,27,9
314,66,Monitoring,15,34,9
315,66,IrrigationControl,33,79,17
316,66,ImageAnalysis,491,282,46
317,66,Monitoring,8,45,10
318,66,Monitoring,6,37,8
319,67,Monitoring,11,28,5
320,67,Monitoring,14,56,8
321,67,Monitoring,5,42,7
322,67,IrrigationControl,24,102,18
323,67,Monitoring,11,58,9
324,67,Monitoring,7,52,8
325,67,Monitoring,11,34,8
326,67,IrrigationControl,38,76,19
327,68,Monitoring,10,37,9
328,68,ImageAnalysis,465,819,35
329,68,ImageAnalysis,256,752,43
330,68,IrrigationControl,32,122,12
331,68,ImageAnalysis,305,543,22
332,69,Monitoring,15,49,9
333,69,ImageAnalysis,122,540,27
334,69,IrrigationControl,24,70,14
335,69,ImageAnalysis,312,977,45
336,69,Monitoring,5,18,10
337,69,ImageAnalysis,179,324,32
338,69,Monitoring,6,35,7
339,70,IrrigationControl,30,88,16
340,70,Monitoring,5,43,7
341,70,IrrigationControl,27,66,15
342,70,ImageAnalysis,402,800,42
343,70,IrrigationControl,38,119,10
344,70,IrrigationControl,28,82,19
345,71,IrrigationControl,20,66,16
346,71,ImageAnalysis,253,952,28
347,71,Monitoring,8,64,10
348,71,ImageAnalysis,499,435,39
349,71,IrrigationControl,36,96,10
350,71,ImageAnalysis,319,449,28
351,71,Monitoring,6,36,5
352,71,IrrigationControl,37,73,20
353,72,Monitoring,15,64,7
354,72,Monitoring,6,40,5
355,72,ImageAnalysis,199,438,54
356,72,Monitoring,13,47,9
357,72,ImageAnalysis,123,563,50
358,72,ImageAnalysis,376,810,44
359,72,IrrigationControl,22,124,14
360,72,IrrigationControl,38,121,19
361,73,Monitoring,12,50,6
362,73,ImageAnalysis,182,284,59
363,73,Monitoring,14,51,9
364,73,ImageAnalysis,477,778,52
365,73,Monitoring,14,24,10
366,73,IrrigationControl,38,67,10
367,73,IrrigationControl,33,124,19
368,74,IrrigationControl,28,84,15
369,74,ImageAnalysis,101,725,45
370,74,IrrigationControl,21,98,12
371,74,ImageAnalysis,381,816,58
372,74,Monitoring,9,52,5
373,74,ImageAnalysis,470,969,32
374,74,IrrigationControl,20,107,12
375,74,Monitoring,11,52,8
376,75,Monitoring,11,48,8
377,75,ImageAnalysis,163,776,30
378,75,IrrigationControl,35,102,20
379,75,IrrigationControl,26,103,10
380,75,ImageAnalysis,441,326,52
381,75,ImageAnalysis,487,939,28
382,75,IrrigationControl,31,89,14
383,75,Monitoring,6,23,7
384,75,IrrigationControl,24,91,20
385,75,ImageAnalysis,429,673,24
386,75,Monitoring,5,34,8
387,76,Monitoring,14,61,10
388,76,Monitoring,13,19,7
389,76,ImageAnalysis,131,659,54
390,76,ImageAnalysis,444,617,36
391,76,ImageAnalysis,189,615,27
392,76,IrrigationControl,25,77,10
393,76,Monitoring,12,38,8
394,76,Monitoring,8,27,5
395,76,Monitoring,9,51,10
396,76,Monitoring,6,64,10
397,76,IrrigationControl,20,71,19
398,77,ImageAnalysis,168,883,37
399,77,IrrigationControl,35,110,14
400,77,IrrigationControl,34,92,18
401,77,Monitoring,12,42,10
402,77,Monitoring,15,52,10
403,77,ImageAnalysis,494,572,25
404,77,IrrigationControl,23,96,18
405,77,IrrigationControl,28,84,19
406,78,ImageAnalysis,307,304,39
407,78,ImageAnalysis,126,941,26
408,78,ImageAnalysis,287,1020,30
409,78,Monitoring,10,20,10
410,78,IrrigationControl,37,103,17
411,78,IrrigationControl,30,112,10
412,78,ImageAnalysis,308,941,56
413,78,IrrigationControl,31,91,13
414,79,ImageAnalysis,109,823,41
415,79,Monitoring,14,50,5
416,79,Monitoring,8,62,9
417,79,ImageAnalysis,336,575,34
418,79,ImageAnalysis,470,728,45
419,79,Monitoring,6,55,7
420,79,Monitoring,6,62,7
421,79,IrrigationControl,40,127,10
422,79,IrrigationControl,32,66,14
423,79,ImageAnalysis,136,376,58
424,79,IrrigationControl,30,80,10
425,80,IrrigationControl,40,96,19
426,80,ImageAnalysis,492,952,33
427,80,IrrigationControl,22,99,16
428,80,IrrigationControl,40,83,11
429,80,Monitoring,10,53,5
430,80,Monitoring,9,51,7
431,80,ImageAnalysis,160,507,50
432,81,IrrigationControl,20,65,12
433,81,Monitoring,13,34,9
434,81,IrrigationControl,31,79,12
435,81,Monitoring,11,23,7
436,81,IrrigationControl,21,101,19
437,81,IrrigationControl,20,80,18
438,81,ImageAnalysis,253,265,41
439,81,IrrigationControl,34,87,17
440,82,IrrigationControl,34,126,19
441,82,Monitoring,14,42,7
442,82,ImageAnalysis,237,1015,40
443,82,Monitoring,11,21,7
444,82,IrrigationControl,27,65,18
445,82,ImageAnalysis,338,718,23
446,82,Monitoring,12,20,5
447,82,ImageAnalysis,110,864,31
448,82,IrrigationControl,34,82,13
449,82,Monitoring,10,31,6
450,83,IrrigationControl,20,73,18
451,83,ImageAnalysis,224,995,38
452,83,IrrigationControl,30,126,18
453,83,IrrigationControl,27,124,20
454,83,Monitoring,10,52,8
455,83,Monitoring,10,46,7
456,83,Monitoring,6,24,10
457,84,IrrigationControl,22,94,11
458,84,IrrigationControl,38,119,12
459,84,Monitoring,14,34,9
460,84,ImageAnalysis,213,827,41
461,84,Monitoring,10,64,5
462,84,IrrigationControl,39,127,15
463,84,ImageAnalysis,101,656,42
464,84,ImageAnalysis,464,1004,47
465,84,IrrigationControl,37,79,15
466,85,ImageAnalysis,403,943,49
467,85,IrrigationControl,23,113,17
468,85,ImageAnalysis,345,641,22
469,85,IrrigationControl,28,109,13
470,85,IrrigationControl,29,65,17
471,85,IrrigationControl,28,110,13
472,85,ImageAnalysis,246,919,59
473,85,ImageAnalysis,144,606,42
474,85,ImageAnalysis,207,866,51
475,85,ImageAnalysis,365,865,23
476,86,IrrigationControl,28,89,15
477,86,IrrigationControl,29,82,12
478,86,IrrigationControl,33,112,14
479,86,IrrigationControl,38,114,19
480,86,Monitoring,5,39,10
481,86,Monitoring,7,51,9
482,87,ImageAnalysis,262,911,22
483,87,Monitoring,7,24,7
484,87,IrrigationControl,34,128,19
485,87,ImageAnalysis,489,912,52
486,87,ImageAnalysis,161,280,59
487,87,IrrigationControl,27,71,16
488,88,IrrigationControl,34,82,16
489,88,Monitoring,14,47,9
490,88,ImageAnalysis,111,367,45
491,88,Monitoring,9,38,9
492,88,Monitoring,5,29,9
493,88,ImageAnalysis,481,526,37
494,88,Monitoring,9,57,9
495,89,Monitoring,12,48,8
496,89,ImageAnalysis,400,292,52
497,89,ImageAnalysis,285,815,42
498,89,ImageAnalysis,339,730,46
499,89,Monitoring,6,49,7
500,89,IrrigationControl,34,73,11
501,90,ImageAnalysis,134,270,21
502,90,ImageAnalysis,396,649,30
503,90,ImageAnalysis,401,897,47
504,90,Monitoring,11,56,5
505,90,ImageAnalysis,340,548,27
506,90,IrrigationControl,25,117,13
507,90,Monitoring,7,44,8
508,90,IrrigationControl,30,78,16
509,91,IrrigationControl,29,102,14
510,91,IrrigationControl,31,80,10
511,91,IrrigationControl,37,119,13
512,91,ImageAnalysis,455,532,52
513,91,Monitoring,10,20,10
514,92,Monitoring,8,64,5
515,92,Monitoring,14,61,6
516,92,IrrigationControl,22,122,10
517,92,Monitoring,8,48,5
518,92,Monitoring,11,55,7
519,92,ImageAnalysis,304,832,22
520,93,IrrigationControl,23,119,17
521,93,Monitoring,13,26,8
522,93,ImageAnalysis,300,579,45
523,93,Monitoring,10,17,7
524,94,ImageAnalysis,184,1021,54
525,94,Monitoring,6,54,10
526,94,Monitoring,7,58,5
527,94,IrrigationControl,29,66,12
528,94,Monitoring,14,45,7
529,94,IrrigationControl,35,105,14
530,94,Monitoring,6,25,7
531,95,IrrigationControl,40,109,20
532,95,Monitoring,10,34,10
533,95,Monitoring,11,40,8
534,95,IrrigationControl,24,89,11
535,95,ImageAnalysis,289,865,46
536,96,ImageAnalysis,398,951,25
537,96,IrrigationControl,22,102,13
538,97,IrrigationControl,28,122,11
539,97,ImageAnalysis,291,789,27
540,97,Monitoring,15,50,10
541,97,IrrigationControl,27,68,14
542,97,IrrigationControl,32,125,18
543,98,IrrigationControl,28,121,20
544,98,IrrigationControl,40,84,12
545,98,IrrigationControl,35,124,15
546,98,ImageAnalysis,194,773,30
